dataset: ALLAML | 2 classes | 7129 features | deivce: cpu
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0076
8layers, Final test  ACC: 65.5172 %
Layer 1, Acc:0.6896551847457886, F:0.75, Pr:0.75, Auc:0.7243, Rec:0.75
Layer 2, Acc:0.6034482717514038, F:0.6475, Pr:0.6389, Auc:0.6485, Rec:0.6389
Layer 3, Acc:0.5689655542373657, F:0.6442, Pr:0.6389, Auc:0.6204, Rec:0.6389
Layer 4, Acc:0.7758620977401733, F:0.7906, Pr:0.8056, Auc:0.7387, Rec:0.8056
Layer 5, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 6, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 7, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 8, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 4, max_Acc:77.58621, F:0.7906, Pr:0.8056, Auc:0.7387, Rec:0.8056
hd:8, dp:0.4, wd:0.05, layer 1 
epoch 1 | train ACC 21.4286 % | test ACC 39.6552 % | train loss 0.0244
epoch 11 | train ACC 71.4286 % | test ACC 51.7241 % | train loss 0.0168
epoch 21 | train ACC 71.4286 % | test ACC 46.5517 % | train loss 0.0203
epoch 31 | train ACC 78.5714 % | test ACC 48.2759 % | train loss 0.0197
epoch 41 | train ACC 85.7143 % | test ACC 50.0 % | train loss 0.0177
epoch 51 | train ACC 85.7143 % | test ACC 53.4483 % | train loss 0.0156
epoch 61 | train ACC 78.5714 % | test ACC 53.4483 % | train loss 0.0137
epoch 71 | train ACC 85.7143 % | test ACC 51.7241 % | train loss 0.0121
epoch 81 | train ACC 85.7143 % | test ACC 51.7241 % | train loss 0.0108
epoch 91 | train ACC 78.5714 % | test ACC 53.4483 % | train loss 0.0098
epoch 101 | train ACC 92.8571 % | test ACC 58.6207 % | train loss 0.0089
epoch 111 | train ACC 92.8571 % | test ACC 60.3448 % | train loss 0.0083
epoch 121 | train ACC 78.5714 % | test ACC 55.1724 % | train loss 0.0078
epoch 131 | train ACC 92.8571 % | test ACC 62.069 % | train loss 0.0073
epoch 141 | train ACC 92.8571 % | test ACC 63.7931 % | train loss 0.007
epoch 151 | train ACC 92.8571 % | test ACC 65.5172 % | train loss 0.0067
epoch 161 | train ACC 92.8571 % | test ACC 68.9655 % | train loss 0.0065
epoch 171 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0063
epoch 181 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0061
epoch 191 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.006
1layers, Final test  ACC: 75.8621 %
hd:8, dp:0.4, wd:0.05, layer 2 
epoch 1 | train ACC 57.1429 % | test ACC 50.0 % | train loss 0.018
epoch 11 | train ACC 28.5714 % | test ACC 53.4483 % | train loss 0.0795
epoch 21 | train ACC 78.5714 % | test ACC 67.2414 % | train loss 0.0617
epoch 31 | train ACC 50.0 % | test ACC 65.5172 % | train loss 0.114
epoch 41 | train ACC 85.7143 % | test ACC 68.9655 % | train loss 0.0364
epoch 51 | train ACC 71.4286 % | test ACC 63.7931 % | train loss 0.0328
epoch 61 | train ACC 78.5714 % | test ACC 68.9655 % | train loss 0.0286
epoch 71 | train ACC 100.0 % | test ACC 75.8621 % | train loss 0.0197
epoch 81 | train ACC 78.5714 % | test ACC 67.2414 % | train loss 0.0289
epoch 91 | train ACC 57.1429 % | test ACC 55.1724 % | train loss 0.0259
epoch 101 | train ACC 64.2857 % | test ACC 58.6207 % | train loss 0.0225
epoch 111 | train ACC 57.1429 % | test ACC 58.6207 % | train loss 0.0175
epoch 121 | train ACC 42.8571 % | test ACC 50.0 % | train loss 0.0146
epoch 131 | train ACC 57.1429 % | test ACC 60.3448 % | train loss 0.0133
epoch 141 | train ACC 64.2857 % | test ACC 56.8965 % | train loss 0.0118
epoch 151 | train ACC 64.2857 % | test ACC 55.1724 % | train loss 0.0112
epoch 161 | train ACC 71.4286 % | test ACC 55.1724 % | train loss 0.009
epoch 171 | train ACC 64.2857 % | test ACC 56.8965 % | train loss 0.0079
epoch 181 | train ACC 64.2857 % | test ACC 58.6207 % | train loss 0.0079
epoch 191 | train ACC 71.4286 % | test ACC 62.069 % | train loss 0.0077
2layers, Final test  ACC: 67.2414 %
hd:8, dp:0.4, wd:0.05, layer 3 
epoch 1 | train ACC 42.8571 % | test ACC 48.2759 % | train loss 0.0227
epoch 11 | train ACC 64.2857 % | test ACC 60.3448 % | train loss 0.0161
epoch 21 | train ACC 57.1429 % | test ACC 58.6207 % | train loss 0.0145
epoch 31 | train ACC 57.1429 % | test ACC 58.6207 % | train loss 0.0122
epoch 41 | train ACC 57.1429 % | test ACC 58.6207 % | train loss 0.01
epoch 51 | train ACC 57.1429 % | test ACC 56.8965 % | train loss 0.0096
epoch 61 | train ACC 64.2857 % | test ACC 56.8965 % | train loss 0.0073
epoch 71 | train ACC 57.1429 % | test ACC 56.8965 % | train loss 0.0076
epoch 81 | train ACC 57.1429 % | test ACC 60.3448 % | train loss 0.009
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0078
epoch 101 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0069
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0064
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0093
epoch 131 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0093
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0077
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0067
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0071
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.007
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.007
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0071
3layers, Final test  ACC: 65.5172 %
hd:8, dp:0.4, wd:0.05, layer 4 
epoch 1 | train ACC 50.0 % | test ACC 41.3793 % | train loss 0.0219
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0251
epoch 21 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0251
epoch 31 | train ACC 64.2857 % | test ACC 58.6207 % | train loss 0.0171
epoch 41 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.013
epoch 51 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0097
epoch 61 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.009
epoch 71 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0082
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0074
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0069
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0072
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0075
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0071
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0071
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0069
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0063
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0067
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0071
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0063
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0071
4layers, Final test  ACC: 65.5172 %
hd:8, dp:0.4, wd:0.05, layer 5 
epoch 1 | train ACC 21.4286 % | test ACC 44.8276 % | train loss 0.0207
epoch 11 | train ACC 50.0 % | test ACC 48.2759 % | train loss 0.0279
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0125
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0096
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0098
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0087
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0074
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0084
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0094
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0075
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.008
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0103
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0078
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0093
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0075
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0076
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0073
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0068
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0074
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0072
5layers, Final test  ACC: 65.5172 %
hd:8, dp:0.4, wd:0.05, layer 6 
epoch 1 | train ACC 28.5714 % | test ACC 55.1724 % | train loss 0.0208
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0093
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0092
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0079
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0076
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0075
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0073
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0076
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0077
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0073
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0076
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0065
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0071
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0084
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0072
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0071
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0075
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0082
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0081
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0069
6layers, Final test  ACC: 65.5172 %
hd:8, dp:0.4, wd:0.05, layer 7 
epoch 1 | train ACC 57.1429 % | test ACC 31.0345 % | train loss 0.0208
epoch 11 | train ACC 57.1429 % | test ACC 34.4828 % | train loss 0.0238
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0159
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0109
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0095
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0074
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0073
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0072
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.009
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0075
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0066
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0075
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0073
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0089
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0081
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0074
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0078
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0082
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0076
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0077
7layers, Final test  ACC: 65.5172 %
hd:8, dp:0.4, wd:0.05, layer 8 
epoch 1 | train ACC 57.1429 % | test ACC 65.5172 % | train loss 0.0205
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0097
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0088
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0078
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0088
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.008
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0086
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.008
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0083
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0086
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0082
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0088
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0073
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0069
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0081
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0074
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0083
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0088
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0074
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0081
8layers, Final test  ACC: 65.5172 %
Layer 1, Acc:0.7586206793785095, F:0.7819, Pr:0.7917, Auc:0.7374, Rec:0.7917
Layer 2, Acc:0.6724138259887695, F:0.5759, Pr:0.6806, Auc:0.54, Rec:0.6806
Layer 3, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 4, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 5, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 6, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 7, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 8, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 1, max_Acc:75.862068, F:0.7819, Pr:0.7917, Auc:0.7374, Rec:0.7917
hd:8, dp:0.5, wd:0.0005, layer 1 
epoch 1 | train ACC 35.7143 % | test ACC 55.1724 % | train loss 0.0366
epoch 11 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0052
epoch 21 | train ACC 100.0 % | test ACC 63.7931 % | train loss 0.005
epoch 31 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0049
epoch 41 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0049
epoch 51 | train ACC 100.0 % | test ACC 65.5172 % | train loss 0.0048
epoch 61 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0048
epoch 71 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0048
epoch 81 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0048
epoch 91 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0048
epoch 101 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0048
epoch 111 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0048
epoch 121 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0048
epoch 131 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0048
epoch 141 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0048
epoch 151 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.0048
epoch 161 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0048
epoch 171 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0048
epoch 181 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0048
epoch 191 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0048
1layers, Final test  ACC: 70.6897 %
hd:8, dp:0.5, wd:0.0005, layer 2 
epoch 1 | train ACC 57.1429 % | test ACC 60.3448 % | train loss 0.0078
epoch 11 | train ACC 71.4286 % | test ACC 63.7931 % | train loss 0.0167
epoch 21 | train ACC 85.7143 % | test ACC 81.0345 % | train loss 0.01
epoch 31 | train ACC 92.8571 % | test ACC 81.0345 % | train loss 0.0101
epoch 41 | train ACC 92.8571 % | test ACC 82.7586 % | train loss 0.0101
epoch 51 | train ACC 85.7143 % | test ACC 79.3103 % | train loss 0.01
epoch 61 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0098
epoch 71 | train ACC 85.7143 % | test ACC 79.3103 % | train loss 0.0095
epoch 81 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0092
epoch 91 | train ACC 92.8571 % | test ACC 84.4828 % | train loss 0.0091
epoch 101 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.009
epoch 111 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0095
epoch 121 | train ACC 92.8571 % | test ACC 82.7586 % | train loss 0.0093
epoch 131 | train ACC 92.8571 % | test ACC 82.7586 % | train loss 0.009
epoch 141 | train ACC 92.8571 % | test ACC 81.0345 % | train loss 0.0085
epoch 151 | train ACC 85.7143 % | test ACC 81.0345 % | train loss 0.0088
epoch 161 | train ACC 92.8571 % | test ACC 81.0345 % | train loss 0.0085
epoch 171 | train ACC 92.8571 % | test ACC 81.0345 % | train loss 0.0086
epoch 181 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0082
epoch 191 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0077
2layers, Final test  ACC: 82.7586 %
hd:8, dp:0.5, wd:0.0005, layer 3 
epoch 1 | train ACC 42.8571 % | test ACC 51.7241 % | train loss 0.0126
epoch 11 | train ACC 85.7143 % | test ACC 56.8966 % | train loss 0.0064
epoch 21 | train ACC 85.7143 % | test ACC 60.3448 % | train loss 0.0094
epoch 31 | train ACC 85.7143 % | test ACC 58.6207 % | train loss 0.0067
epoch 41 | train ACC 92.8571 % | test ACC 65.5172 % | train loss 0.0068
epoch 51 | train ACC 85.7143 % | test ACC 63.7931 % | train loss 0.0055
epoch 61 | train ACC 85.7143 % | test ACC 63.7931 % | train loss 0.0053
epoch 71 | train ACC 78.5714 % | test ACC 55.1724 % | train loss 0.0067
epoch 81 | train ACC 92.8571 % | test ACC 60.3448 % | train loss 0.0047
epoch 91 | train ACC 78.5714 % | test ACC 65.5172 % | train loss 0.0068
epoch 101 | train ACC 92.8571 % | test ACC 55.1724 % | train loss 0.0049
epoch 111 | train ACC 92.8571 % | test ACC 65.5172 % | train loss 0.0038
epoch 121 | train ACC 85.7143 % | test ACC 68.9655 % | train loss 0.0053
epoch 131 | train ACC 85.7143 % | test ACC 68.9655 % | train loss 0.0046
epoch 141 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.0053
epoch 151 | train ACC 92.8571 % | test ACC 81.0345 % | train loss 0.0058
epoch 161 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0043
epoch 171 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0033
epoch 181 | train ACC 92.8571 % | test ACC 79.3103 % | train loss 0.0039
epoch 191 | train ACC 92.8571 % | test ACC 81.0345 % | train loss 0.0044
3layers, Final test  ACC: 81.0345 %
hd:8, dp:0.5, wd:0.0005, layer 4 
epoch 1 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0086
epoch 11 | train ACC 57.1429 % | test ACC 65.5172 % | train loss 0.0082
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0073
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0064
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0073
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0065
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0062
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0076
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0067
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0062
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0061
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0057
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0053
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0054
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0049
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0052
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0055
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0048
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0057
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0059
4layers, Final test  ACC: 65.5172 %
hd:8, dp:0.5, wd:0.0005, layer 5 
epoch 1 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0097
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0072
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0083
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0068
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0071
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0096
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0089
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0073
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0072
